Last Name,First Name,Team,Position,Overall,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on the Run
Lewis,LaTroy,Raiders,LOLB,62,77,87,74,76,50,58,53,26,30,24,20,59,41,76,78,15,88,87,83,68,57,53,66,66,69,68,45,45,45,45,74,69,76,82,50,52,61,51,56,38,79,34,42,6,6,6,6,6
Pitts,Lafayette,Dolphins,CB,62,90,89,67,87,50,63,60,27,26,18,17,34,29,54,83,78,88,90,80,28,65,67,39,62,74,45,43,44,43,44,31,38,56,72,50,71,76,43,42,31,59,65,33,6,6,6,6,6
Hatcher,Keon,Raiders,WR,62,84,87,67,85,50,83,75,38,29,24,18,47,40,37,77,68,88,90,68,62,65,80,64,62,76,42,45,44,40,42,10,10,32,34,18,11,25,80,77,63,12,18,64,35,30,26,27,37
Adeboyejo,Quincy,Ravens,WR,62,92,92,56,86,50,75,72,34,31,23,22,46,35,24,83,62,88,90,72,37,72,75,44,67,74,42,44,44,36,34,11,11,22,35,15,16,24,75,73,66,20,16,60,30,25,15,15,25
Bower,Tashawn,Vikings,LE,62,79,82,77,75,49,36,29,24,21,18,14,45,45,75,77,28,88,77,81,31,40,44,46,29,36,78,46,45,44,45,77,65,73,75,49,31,39,30,33,18,81,26,14,6,6,6,6,6
Virgin,Dee,Texans,CB,62,90,94,63,88,48,58,53,27,26,18,17,40,35,55,87,76,88,89,77,53,70,45,48,74,79,45,43,44,43,44,43,50,53,66,48,69,73,58,53,38,56,73,48,6,6,6,6,6
Jones,Seantavius,Chiefs,WR,61,88,90,59,85,64,72,69,43,35,21,21,42,35,25,89,60,88,85,75,43,61,74,44,74,73,48,42,44,30,30,10,10,30,42,25,15,25,84,73,53,15,15,60,35,34,31,25,28
Barber,Peyton,Buccaneers,HB,61,86,89,74,80,56,55,75,31,28,21,20,43,52,33,78,55,88,86,80,77,72,74,72,71,73,45,44,43,49,47,11,12,26,38,20,14,19,59,55,50,21,16,58,25,20,15,10,10
Ferguson,Josh,Colts,HB,61,91,92,69,89,53,55,72,31,28,21,20,43,52,33,82,84,88,86,80,59,77,67,72,76,77,45,44,43,49,47,11,12,26,38,20,14,19,59,55,50,21,16,58,35,30,20,15,15
Neasman,Sharrod,Falcons,SS,61,83,91,78,85,52,68,55,15,19,14,13,45,45,71,87,40,88,88,78,55,60,50,58,50,55,60,45,45,45,45,58,53,62,70,52,63,69,65,60,25,75,67,35,6,6,6,6,6
Shelton,R.J.,Vikings,WR,61,84,87,63,88,52,78,68,62,35,18,16,54,48,32,78,73,88,89,82,57,78,64,57,77,82,51,59,57,40,35,10,10,47,52,18,10,19,74,76,62,27,13,61,52,48,44,37,51
Tanney,Alex,Titans,QB,61,72,80,59,73,52,35,65,86,77,22,15,21,19,23,78,10,88,86,82,20,49,61,30,57,52,21,21,21,19,19,10,10,23,25,32,10,31,15,15,15,12,10,15,81,75,68,55,75
Maulet,Arthur,Saints,CB,61,86,90,55,89,51,64,57,31,30,22,25,45,45,62,87,50,88,89,81,38,75,66,38,68,77,44,45,45,45,45,38,49,52,73,51,73,68,59,62,33,63,53,24,6,6,6,6,6
Lanier II,Anthony,Redskins,LE,61,78,85,72,73,50,24,36,19,9,37,27,45,45,73,69,10,88,89,78,15,10,10,10,10,10,78,45,45,45,45,70,68,74,76,50,13,30,15,15,15,75,10,15,6,6,6,6,6
Johnson,Denzel,Titans,SS,61,83,88,65,85,50,53,48,27,35,20,20,45,45,71,85,61,88,86,79,25,35,51,27,60,66,64,45,45,45,45,58,66,67,82,50,66,72,44,48,26,79,61,20,6,6,6,6,6
Erickson,Alex,Bengals,WR,61,88,90,64,85,50,80,70,21,28,20,22,60,50,33,82,78,88,88,80,55,63,73,55,72,71,49,40,48,40,42,10,10,52,35,50,15,26,73,74,74,12,10,40,15,10,6,6,10
Lewis,Marquavius,Bills,RE,61,72,81,79,69,49,32,27,24,30,22,16,45,45,82,76,10,88,83,88,66,30,38,63,33,38,79,45,45,45,45,76,61,81,75,49,33,42,15,18,14,78,35,12,6,6,6,6,6
Williams,DeShawn,Bengals,DT,61,70,83,86,63,48,31,33,23,21,17,17,44,44,78,78,9,88,82,86,51,23,24,31,17,26,83,46,45,44,45,60,71,78,74,48,18,26,16,14,13,76,13,15,6,6,6,6,6
Maxey,Johnny,Steelers,DT,61,71,72,81,70,48,33,41,23,21,17,17,44,44,83,67,9,88,85,80,29,15,18,25,17,16,78,46,45,44,45,73,65,75,75,48,18,26,16,14,13,78,13,15,6,6,6,6,6
Crossan,Dalton,Colts,HB,61,88,90,63,85,48,73,74,31,29,25,14,53,45,39,84,68,88,91,84,74,72,68,74,74,78,54,49,47,54,47,10,20,34,38,22,14,19,63,65,58,32,10,55,25,20,15,15,10
Daniel,Robertson,Ravens,CB,61,91,88,71,88,47,60,53,27,26,18,17,51,30,55,86,80,88,87,78,48,65,60,61,63,71,47,43,44,43,44,54,42,48,69,47,71,72,55,57,55,54,79,51,19,15,12,16,18
Hillary,Darius,Browns,CB,61,87,90,60,88,46,61,61,25,25,10,11,28,19,54,83,45,88,88,65,25,65,60,31,67,72,45,45,45,45,45,26,31,41,60,46,75,72,38,29,20,45,67,12,6,6,6,6,6
Bercovici,Mike,Chargers,QB,61,78,87,60,80,45,39,61,90,77,21,20,21,17,24,69,11,88,90,83,33,43,61,35,54,59,19,20,19,19,18,9,9,21,28,21,12,18,20,20,18,11,9,19,80,71,66,70,72
Hooks,Lavon,Steelers,LE,60,63,76,73,71,56,32,45,19,21,25,25,45,45,81,67,10,88,80,80,41,11,28,25,21,20,80,45,45,45,45,71,60,79,78,56,20,25,15,15,11,78,10,25,6,6,6,6,6
Hendy,A.J.,Dolphins,SS,60,86,89,66,85,55,62,59,15,19,14,13,48,42,63,91,63,88,87,76,53,69,64,61,70,74,56,45,45,45,45,50,57,54,69,55,66,73,54,60,48,59,76,46,6,6,6,6,6
Johnson,Isaiah,Rams,SS,60,87,92,71,86,53,41,51,25,15,15,14,45,45,69,86,30,88,88,65,35,44,50,43,52,57,55,45,45,45,45,32,39,48,58,53,64,75,49,38,29,79,72,45,6,6,6,6,6
Edison,Cornelius,Falcons,C,60,60,73,81,56,49,27,28,15,15,12,11,74,75,35,75,10,88,83,85,15,11,10,10,10,10,77,81,73,87,76,10,10,30,25,10,12,12,12,10,10,21,10,12,6,6,6,6,6
Thomas,Logan,Bills,TE,60,84,88,74,82,49,66,63,93,72,25,20,61,55,39,85,25,88,87,94,71,69,75,69,78,77,60,60,60,55,55,10,10,26,35,15,19,25,69,64,52,12,10,49,74,70,68,55,77
Harris,Najee,Raiders,MLB,60,86,85,74,84,47,60,55,26,65,25,20,52,44,78,84,35,88,90,92,60,63,51,55,63,69,71,25,28,22,22,62,71,71,87,47,68,74,58,55,41,85,48,45,18,14,10,15,17
Powell,Tyvis,Colts,SS,60,91,89,69,87,47,70,62,26,25,20,19,44,44,68,82,48,88,91,79,40,53,58,39,60,67,55,44,43,44,43,45,49,50,75,47,70,75,51,47,22,73,66,22,15,10,10,15,15
Zamora,Ishmael,Raiders,WR,60,88,93,67,86,47,77,64,35,31,23,22,51,44,33,82,61,88,90,82,72,66,70,74,71,75,58,44,44,36,34,11,11,34,37,18,17,23,77,79,48,29,16,68,15,10,6,6,10
Dean,David,Bengals,DT,60,68,84,89,73,45,31,41,23,21,17,17,44,44,79,75,9,88,88,85,29,15,18,25,17,16,78,46,45,44,45,72,60,70,72,45,18,26,16,14,13,78,13,15,6,6,6,6,6
Bailey,Sterling,Buccaneers,RE,60,71,83,76,74,43,36,40,10,22,21,20,45,45,78,74,10,88,80,80,25,15,10,10,25,35,78,45,45,45,45,78,64,77,86,43,15,25,15,15,10,80,25,35,6,6,6,6,6
Travis,Damarius,Patriots,SS,59,84,88,67,82,51,66,61,25,25,23,14,45,45,72,80,10,88,89,80,46,49,58,52,57,68,65,45,45,45,45,31,45,65,71,51,61,68,53,57,26,84,61,19,6,6,6,6,6
Farris,Chase,Patriots,RG,59,64,77,77,64,44,40,45,30,30,25,25,79,71,30,66,10,88,89,82,20,12,10,30,10,10,70,82,74,79,70,10,10,20,30,15,12,15,15,15,15,20,10,15,6,6,6,6,6
Young,Avery,Dolphins,LT,59,60,76,75,65,42,61,59,31,16,27,15,77,72,35,63,10,88,84,80,44,35,45,40,35,39,73,68,73,74,82,40,30,32,45,21,11,11,49,54,40,40,10,35,5,5,5,5,5
Torgersen,Alek,Falcons,QB,58,75,83,62,66,51,26,55,86,77,20,17,15,14,17,74,10,88,89,75,36,49,68,45,44,53,22,18,17,16,16,5,5,23,30,10,10,15,14,17,15,10,5,12,77,70,66,63,77
Reynolds,Taylor,Falcons,CB,58,84,85,58,86,48,57,61,67,36,26,26,48,33,59,81,58,88,91,79,63,73,66,54,72,79,56,45,45,45,45,41,47,53,64,48,68,75,52,55,38,71,74,39,67,65,60,41,61
Farrow,Kenneth,Chargers,HB,57,86,88,75,82,45,55,74,31,28,21,20,43,52,33,89,55,88,86,80,72,72,67,72,76,76,45,44,43,49,47,11,12,26,38,20,14,19,59,55,50,21,16,58,25,20,15,10,10
Harris,Clark,Bengals,TE,56,74,79,74,69,68,67,65,35,22,29,18,53,62,39,70,10,88,80,81,46,25,39,40,35,45,63,59,64,55,59,10,10,44,10,40,25,35,60,66,64,12,35,33,6,6,6,6,6
Robinson,Edmond,Vikings,LOLB,56,85,88,72,79,45,57,60,25,30,20,20,45,45,76,86,15,88,85,70,40,38,45,40,45,52,67,45,45,45,45,51,64,62,85,45,68,74,35,40,15,73,60,15,6,6,6,6,6
LaDouceur,L.P.,Cowboys,TE,48,68,67,72,64,85,64,57,42,40,29,18,54,72,49,63,10,88,80,85,33,47,33,22,21,21,59,45,45,45,45,65,45,63,69,60,15,25,40,49,45,61,21,15,12,12,12,12,12
Windt,Mike,Chargers,TE,47,73,78,73,66,72,65,60,10,14,11,14,54,65,49,54,10,88,75,80,10,20,15,15,10,10,69,74,68,69,65,10,10,52,19,13,22,19,47,55,40,65,10,42,10,10,10,10,10
McQuaide,Jake,Rams,TE,44,68,84,72,68,65,60,71,25,16,21,29,49,62,49,59,10,88,77,75,25,10,10,10,10,10,68,65,74,63,72,10,10,48,44,28,31,21,48,58,42,45,10,55,6,6,6,6,6
Jones,Julio,Falcons,WR,98,94,92,78,95,99,98,79,45,35,25,15,67,50,44,97,68,89,93,95,74,89,96,84,84,91,60,65,60,58,54,10,10,45,49,20,19,25,98,97,96,15,15,98,15,10,6,6,10
Bakhtiari,David,Packers,LT,91,70,80,90,69,98,40,22,22,25,20,20,80,94,40,66,10,89,85,69,25,10,10,15,10,10,87,81,75,85,81,10,10,20,28,15,10,10,12,15,15,25,10,15,6,6,6,6,6
Penn,Donald,Raiders,LT,89,65,70,92,55,96,57,45,10,8,8,7,91,86,25,25,10,89,79,85,42,21,25,10,10,10,89,88,85,94,88,10,10,17,21,24,16,12,36,50,35,12,10,44,6,6,6,6,6
Jenkins,Janoris,Giants,CB,89,91,93,53,95,90,77,54,12,15,12,10,40,45,67,86,75,89,94,90,30,85,75,33,75,85,45,40,40,40,35,32,54,53,82,90,91,83,84,52,25,50,79,20,6,6,6,6,6
Incognito,Richie,Bills,LG,88,71,77,94,54,90,31,40,14,10,8,9,83,88,25,45,10,89,91,97,10,17,10,10,10,10,92,91,82,84,65,10,10,25,25,32,17,12,15,15,15,25,15,15,6,6,6,6,6
Grimes,Brent,Buccaneers,CB,88,87,90,59,91,90,80,71,30,30,25,25,45,45,59,91,65,89,92,70,25,48,80,15,65,75,55,45,45,45,45,25,42,53,82,90,91,84,82,36,37,47,85,15,6,6,6,6,6
Lewan,Taylor,Titans,LT,88,76,86,91,74,89,53,46,16,16,21,23,90,87,39,76,11,89,90,89,40,20,35,40,30,30,85,85,87,86,93,10,10,25,23,10,12,12,35,35,34,25,10,40,6,6,6,6,6
Thomas,Demaryius,Broncos,WR,87,91,92,77,94,90,83,68,68,33,14,22,69,45,22,95,60,89,90,93,73,65,88,89,79,84,65,71,52,45,35,10,10,45,47,17,11,22,94,89,89,15,15,93,44,35,28,28,39
Robinson,Allen,Jaguars,WR,87,90,93,67,89,90,89,84,30,31,25,30,64,38,42,92,72,89,91,78,60,77,85,65,72,83,53,54,53,38,32,10,10,40,44,26,18,24,94,89,88,15,25,91,15,10,6,6,10
Tate III,Golden,Lions,WR,87,89,91,59,95,90,88,75,27,29,19,19,61,18,19,91,89,89,95,89,65,95,92,71,85,91,49,30,25,18,18,10,10,35,49,25,18,22,88,87,87,15,15,85,25,25,20,15,10
Marshall,Brandon,Broncos,MLB,86,84,87,77,81,88,67,55,25,25,20,20,45,45,90,81,10,89,97,75,43,32,41,35,25,35,87,45,45,45,45,72,54,83,91,88,69,80,20,24,15,81,40,25,6,6,6,6,6
Newman,Terence,Vikings,CB,85,87,86,51,85,92,72,69,12,14,18,10,45,45,63,87,62,89,94,72,10,65,80,15,72,85,56,45,45,45,45,22,40,66,85,92,88,84,45,20,35,65,68,15,6,6,6,6,6
Unger,Max,Saints,C,84,60,78,87,59,94,29,40,17,30,19,16,77,87,26,20,10,89,85,95,10,15,10,10,10,10,90,92,90,88,80,10,10,26,25,21,10,11,15,15,15,20,10,15,6,6,6,6,6
Glenn,Cordy,Bills,LT,84,68,80,93,68,89,33,40,16,19,14,29,76,87,24,63,10,89,83,83,25,10,10,35,10,10,86,88,85,96,95,15,10,20,28,22,16,12,15,15,15,23,10,15,6,6,6,6,6
Jones Jr,Marvin,Lions,WR,84,90,90,70,90,87,83,83,35,30,25,24,68,46,32,91,72,89,89,88,53,80,87,65,83,86,49,45,44,40,38,10,10,35,10,15,20,15,91,87,85,12,20,83,25,20,15,10,15
Alexander,Maurice,Rams,SS,84,91,91,71,86,82,54,60,21,23,19,22,45,45,75,88,35,89,91,74,49,59,39,29,52,62,67,45,45,45,45,67,57,64,82,82,72,83,49,44,20,89,68,25,6,6,6,6,6
Pryor Sr,Terrelle,Redskins,WR,83,91,91,74,89,86,87,77,90,68,35,32,63,25,42,88,30,89,91,82,50,82,88,79,81,83,40,40,39,40,40,20,20,32,35,20,15,24,89,85,84,54,10,79,71,68,59,67,79
Stewart,Darian,Broncos,FS,83,85,87,67,88,85,66,60,21,22,17,19,45,45,69,85,30,89,86,91,54,45,54,34,60,62,69,45,45,45,45,55,39,61,82,85,71,82,30,30,15,89,67,25,6,6,6,6,6
Matthews,Rishard,Titans,WR,82,89,90,70,86,87,89,75,28,24,26,19,67,47,31,88,76,89,93,86,66,69,84,62,88,78,45,50,49,47,42,10,10,52,37,27,10,21,86,87,85,12,10,79,15,10,6,6,10
Riddick,Theo,Lions,HB,82,87,90,59,94,86,76,79,33,32,27,25,45,63,28,81,87,89,88,85,61,92,87,74,81,92,48,49,54,45,50,10,10,19,38,20,15,20,81,77,86,20,25,54,44,38,25,15,18
Taylor,Tyrod,Bills,QB,82,88,91,58,93,83,65,66,91,83,19,17,25,23,37,87,15,89,94,84,37,80,90,61,84,90,35,25,25,23,25,10,10,25,35,20,18,25,54,56,35,12,15,33,85,81,79,83,87
Henry,Hunter,Chargers,TE,82,84,89,75,80,80,86,75,28,29,21,19,63,72,42,82,18,89,91,93,74,53,76,66,54,68,71,72,61,57,57,17,17,46,43,22,14,21,83,81,76,27,17,70,15,10,6,6,10
Heyward,Cameron,Steelers,LE,81,72,79,90,72,87,25,40,21,14,12,11,45,45,87,65,10,89,88,88,35,21,29,45,10,10,87,45,45,45,45,86,65,71,82,87,15,35,12,10,10,87,10,12,6,6,6,6,6
Richardson,Sheldon,Jets,ROLB,81,71,84,88,75,84,35,70,28,25,25,23,45,45,93,78,10,89,93,74,66,25,44,55,25,30,90,45,45,45,45,81,64,89,88,84,23,55,15,10,10,86,25,20,6,6,6,6,6
Wolfe,Derek,Broncos,LE,81,74,84,89,69,83,27,40,20,19,10,10,45,45,87,84,10,89,91,88,40,20,15,25,10,10,87,45,45,45,45,83,60,83,85,83,22,35,15,10,10,72,15,12,6,6,6,6,6
Geathers,Clayton,Colts,SS,81,87,90,74,79,80,53,64,30,30,25,19,45,45,78,87,40,89,85,86,52,41,53,53,60,55,62,45,45,45,45,44,60,64,85,80,62,75,40,45,20,87,62,15,15,10,10,15,15
Bradberry,James,Panthers,CB,81,91,92,68,86,79,66,62,21,21,29,21,23,17,63,87,65,89,88,86,25,70,65,25,70,71,52,45,45,45,45,27,36,47,77,79,81,84,46,43,28,76,74,12,6,6,6,6,6
Lawson,Nevin,Lions,CB,80,90,89,67,90,81,54,54,35,35,25,25,45,45,68,83,50,89,92,85,31,65,66,25,70,72,51,45,45,45,45,34,52,54,77,81,85,76,45,43,33,56,65,30,6,6,6,6,6
Fuller,Kyle,Bears,CB,80,92,93,62,90,80,78,66,36,36,19,19,45,45,67,91,50,89,94,87,36,55,65,40,65,66,52,45,45,45,45,54,68,62,81,80,72,83,59,65,21,73,84,40,6,6,6,6,6
Brown,Jatavis,Chargers,LOLB,80,88,89,84,84,79,59,44,25,24,19,19,29,21,86,86,10,89,88,86,30,33,35,39,32,38,86,44,44,44,43,63,72,68,84,79,72,83,45,33,15,84,50,18,6,6,6,6,6
Johnson,Kevin,Texans,CB,80,88,89,63,92,78,70,55,25,25,15,15,45,45,64,92,60,89,92,82,31,64,70,25,60,70,53,45,45,45,45,35,40,47,78,78,85,78,55,45,20,64,77,12,6,6,6,6,6
Kuhn,John,Saints,FB,80,73,83,76,72,76,64,81,35,35,25,25,68,80,35,78,45,89,89,90,84,48,80,81,68,67,71,75,64,76,74,25,25,25,50,20,12,15,64,75,75,25,10,40,20,15,10,10,10
Doyle,Jack,Colts,TE,79,77,76,79,73,80,87,73,22,25,21,22,71,54,45,73,10,89,82,75,68,42,74,67,55,62,68,72,64,69,61,20,20,40,40,15,12,14,82,79,74,15,10,75,15,10,6,6,10
Sheard,Jabaal,Colts,LOLB,79,82,88,77,74,78,46,35,20,19,20,15,45,45,88,81,6,89,85,97,27,35,37,41,22,36,82,45,45,45,45,66,82,81,86,78,58,67,22,20,10,77,20,12,6,6,6,6,6
Ray,Shane,Broncos,ROLB,79,83,87,75,82,76,53,60,24,12,15,17,45,45,76,83,10,89,83,74,55,35,45,41,45,52,82,45,45,45,45,73,85,70,85,76,56,64,35,30,10,85,10,40,6,6,6,6,6
McDougald,Bradley,Seahawks,FS,78,88,87,67,88,81,77,67,27,21,28,24,45,45,72,83,65,89,90,75,39,65,74,45,72,77,61,45,45,45,45,45,50,63,81,81,66,75,74,65,49,62,72,15,6,6,6,6,6
Branch,Andre,Dolphins,LE,78,81,88,71,74,79,33,40,19,9,18,14,45,45,74,82,10,89,67,69,35,25,22,45,35,30,86,45,45,45,45,85,69,76,79,79,48,36,22,20,10,66,10,12,6,6,6,6,6
Ramczyk,Ryan,Saints,RT,78,63,67,88,73,72,39,43,16,25,21,23,80,82,38,76,10,89,92,94,26,21,17,28,13,26,87,91,93,96,98,40,30,37,42,28,12,12,25,30,25,40,10,32,6,6,6,6,6
Ngakoue,Yannick,Jaguars,LE,77,81,86,80,84,69,40,44,22,21,21,19,29,21,80,82,9,89,83,86,26,30,29,32,25,27,79,44,45,45,44,74,84,72,74,69,28,36,19,17,13,81,22,17,6,6,6,6,6
Evans,Jahri,Packers,RG,76,59,75,87,58,83,22,40,26,21,14,15,72,86,30,48,10,89,85,85,21,10,10,10,10,10,74,90,75,95,87,10,10,30,19,10,12,12,15,15,15,20,10,15,6,6,6,6,6
Dansby,Karlos,Cardinals,MLB,76,80,83,83,74,81,74,65,12,16,14,9,45,45,89,67,10,89,88,87,40,15,55,63,55,67,83,45,45,45,45,58,47,74,81,81,57,66,20,15,10,84,55,15,6,6,6,6,6
Skrine,Buster,Jets,CB,76,91,89,52,87,79,61,58,10,10,15,16,45,45,62,86,74,89,91,69,10,77,70,25,74,80,49,45,45,45,45,29,36,45,67,79,72,77,49,45,22,41,73,20,6,6,6,6,6
Sharpe,Tajae,Titans,WR,76,87,91,66,92,77,86,72,29,22,23,22,63,38,28,90,67,89,88,81,36,78,81,44,73,80,45,44,44,36,34,11,11,26,30,21,16,24,85,79,78,15,16,74,15,10,6,6,10
Williams,Damien,Dolphins,HB,76,91,90,67,86,73,68,81,28,24,17,11,52,53,35,86,75,89,86,74,70,83,80,72,82,86,50,50,51,58,52,10,10,22,46,25,14,14,72,74,64,12,10,66,35,30,20,15,15
Watson,Deshaun,Texans,QB,76,84,88,61,87,73,38,65,88,87,25,25,32,23,34,81,10,89,97,87,49,80,88,54,75,86,42,40,30,30,20,10,10,22,34,19,15,20,32,34,27,22,10,25,84,79,77,82,84
Awuzie,Chidobe,Cowboys,CB,76,91,92,72,88,69,64,68,32,35,26,22,45,45,68,83,69,89,94,79,32,64,67,42,68,78,47,45,45,45,45,36,51,48,76,69,82,74,54,56,33,78,86,27,6,6,6,6,6
Dawkins,Dion,Bills,RT,76,69,80,90,64,64,28,26,23,25,24,22,82,79,31,66,10,89,92,86,33,18,17,27,11,22,83,91,87,82,74,10,10,27,24,13,12,15,12,10,10,40,10,12,6,6,6,6,6
Breeland,Bashaud,Redskins,CB,75,87,90,54,91,79,73,59,20,20,22,17,45,45,63,85,40,89,93,69,30,54,65,35,66,70,49,45,45,45,45,40,45,48,77,79,78,65,50,44,10,55,80,20,6,6,6,6,6
Ihenacho,Duke,Giants,SS,75,87,88,71,86,78,63,65,24,22,15,19,45,45,68,90,58,89,86,78,48,45,52,45,60,61,65,45,45,45,45,60,52,49,75,78,63,72,57,60,25,83,65,20,15,10,10,15,15
Ishmael,Kemal,Falcons,SS,75,85,92,67,82,77,71,65,62,55,25,25,45,45,77,86,30,89,87,75,50,40,49,45,65,61,68,45,45,45,45,55,61,68,83,77,58,65,45,40,15,79,74,15,35,30,25,24,25
Bethea,Antoine,Cardinals,SS,75,86,87,69,82,76,68,65,12,15,14,14,45,45,74,86,65,89,90,75,39,30,32,28,48,52,65,45,45,45,45,43,70,64,80,76,57,71,42,40,30,80,67,32,15,10,10,15,15
Moore,Sio,Texans,MLB,75,84,87,74,82,75,64,55,33,40,20,21,45,45,84,91,10,89,92,82,55,45,44,25,45,35,78,45,45,45,45,65,54,82,86,75,56,63,35,33,15,82,60,30,6,6,6,6,6
Kessler,Cody,Browns,QB,75,77,82,62,68,75,26,68,89,70,21,20,21,17,24,61,11,89,91,85,27,32,42,28,26,34,17,20,19,19,18,9,9,21,28,21,12,18,20,20,18,13,9,19,86,79,75,78,79
Dupree,Bud,Steelers,LOLB,75,87,89,72,82,71,60,50,33,32,25,20,45,45,82,93,10,89,83,84,40,30,39,37,45,45,79,45,45,45,45,80,68,71,80,71,56,71,35,25,15,88,56,30,6,6,6,6,6
Pocic,Ethan,Seahawks,RT,75,67,78,85,71,69,34,28,24,12,12,12,81,76,36,68,10,89,88,87,34,17,15,27,15,20,85,80,69,86,78,10,10,33,27,32,12,12,17,14,23,40,10,16,6,6,6,6,6
Humphrey,Marlon,Ravens,CB,75,92,93,72,86,66,66,62,22,19,30,25,45,45,71,85,62,89,94,79,29,66,68,36,61,76,60,45,45,45,45,33,42,57,81,66,76,83,49,46,15,78,81,15,6,6,6,6,6
Hill,Josh,Saints,TE,74,83,87,70,83,74,81,71,40,35,20,20,55,68,35,87,30,89,81,67,67,55,65,64,65,64,63,57,61,51,59,10,10,44,46,20,15,20,81,78,69,15,15,76,19,17,14,15,16
Worley,Daryl,Panthers,CB,74,86,90,67,84,74,71,67,27,26,18,17,24,16,61,86,65,89,90,87,28,68,62,32,69,74,51,43,44,43,44,35,39,55,80,74,72,78,46,48,26,63,85,27,18,16,13,14,22
Young,Darrel,Panthers,FB,74,83,88,76,73,71,60,77,35,30,20,20,66,63,35,65,45,89,79,85,83,45,72,81,74,66,69,82,79,66,64,10,10,20,40,20,16,18,40,65,62,20,20,65,35,30,20,15,15
Brown,Jaron,Cardinals,WR,74,91,90,67,92,71,82,68,32,28,16,15,63,42,39,90,60,89,85,73,58,72,75,60,72,76,62,58,57,45,44,10,10,45,35,17,10,22,85,83,74,25,25,70,15,10,6,6,10
Baker,Budda,Cardinals,FS,74,91,91,72,92,65,74,72,25,30,20,20,45,45,73,79,66,89,95,83,36,72,75,36,72,81,68,45,45,45,45,29,38,63,82,65,69,80,70,66,51,82,65,47,15,10,10,15,15
Kupp,Cooper,Rams,WR,74,86,90,65,92,64,85,75,48,28,22,20,58,46,31,76,84,89,94,85,54,79,83,78,74,82,54,61,57,54,49,10,10,28,31,22,15,26,86,82,82,26,10,73,42,36,30,37,42
Smith,Jonnu,Titans,TE,74,85,87,78,76,59,76,75,35,30,26,26,70,63,29,88,20,89,88,80,68,72,75,78,69,80,74,64,62,62,66,25,25,30,41,15,15,20,74,76,62,37,10,63,6,6,6,6,6
Remmers,Mike,Vikings,RT,73,66,81,84,62,79,45,45,30,30,25,25,76,72,35,72,10,89,84,75,20,12,10,30,10,10,76,73,77,77,82,10,10,20,28,15,12,15,15,15,15,20,10,15,6,6,6,6,6
Armstrong,Ray-Ray,49ers,LOLB,73,82,87,65,81,72,66,62,34,30,28,28,45,45,79,83,10,89,84,74,51,35,39,49,50,45,73,45,45,45,45,63,73,75,80,72,69,77,25,15,10,81,63,12,6,6,6,6,6
Hargrave,Javon,Steelers,DT,73,75,85,85,77,69,28,30,23,21,17,17,31,21,79,82,9,89,84,88,29,15,18,25,17,16,82,46,45,44,45,69,79,70,78,69,18,26,16,14,13,80,13,15,6,6,6,6,6
Coleman,Justin,Patriots,CB,73,88,92,75,89,69,64,58,32,15,19,18,45,45,58,92,73,89,90,77,33,63,66,30,72,75,45,45,45,45,40,22,27,51,67,69,79,72,28,29,24,39,64,15,6,6,6,6,6
Alexander,Mackensie,Vikings,CB,73,90,91,63,90,66,54,57,27,26,18,17,26,17,46,88,70,89,90,73,28,65,64,29,69,71,45,43,44,43,44,24,28,46,80,66,82,76,40,44,26,60,81,27,6,6,6,6,6
Anderson,Ryan,Redskins,LOLB,73,81,84,82,77,65,58,55,24,20,16,15,45,45,83,71,10,89,88,87,43,38,48,54,40,42,45,45,45,45,45,77,68,82,76,65,61,69,44,47,20,87,44,15,6,6,6,6,6
Gallman,Wayne,Giants,HB,73,89,87,75,82,65,66,86,35,33,22,21,43,52,36,75,64,89,91,82,86,73,81,73,77,78,48,37,38,39,37,12,16,35,47,20,10,20,58,60,60,42,15,47,5,5,5,5,5
Harris,Charles,Dolphins,RE,73,82,87,76,85,64,43,38,25,25,21,22,45,45,76,80,10,89,80,81,40,33,36,41,29,38,77,45,45,45,45,66,82,75,83,64,35,44,37,34,22,83,32,28,6,6,6,6,6
Aguayo,Roberto,Buccaneers,K,73,74,75,56,63,55,32,41,32,29,92,80,20,17,40,57,8,89,89,75,19,24,20,16,20,24,21,15,17,14,15,10,10,18,33,18,13,15,12,12,10,38,10,12,35,30,25,20,20
Ducasse,Vladimir,Bills,RG,72,63,79,92,60,78,12,25,25,30,22,21,73,74,32,55,10,89,76,92,10,20,10,14,10,10,77,91,76,88,65,10,10,39,25,10,12,12,12,10,10,32,10,12,6,6,6,6,6
