Name,Team,Position,OVR
Kevin Ellison,Seahawks,SS,76
Tyrell Johnson,Vikings,SS,75
Taylor Mays,49ers,SS,75
Michael Johnson,Giants,SS,75
Charles Godfrey,Panthers,SS,75
R Hill,Broncos,SS,74
Sabby Piscitelli,Buccaneers,SS,74
Gerald Alexander,Jaguars,SS,74
Jon McGraw,Chiefs,SS,74
Jamarca Sanford,Vikings,SS,71
Ko Simpson,Lions,SS,71
Sean Considine,Jaguars,SS,70
Morgan Burnett,Packers,SS,70
J Bullocks,Bears,SS,69
Pat Watkins,Cowboys,SS,68
Dominique Barber,Texans,SS,68
C.C. Brown,Lions,SS,68
Michael Mitchell,Raiders,SS,68
Quintin Demps,Eagles,SS,67
Matt Giordano,Falcons,SS,67
DaJuan Morgan,Chiefs,SS,67
D Bruton,Broncos,SS,67
Steve Gregory,Chargers,SS,67
Kareem Moore,Redskins,SS,67
Kam Chancellor,Seahawks,SS,67
Haruki Nakamura,Ravens,SS,66
Larry Asante,Browns,SS,66
Darrell Stuckey,Chargers,SS,66
Kendrick Lewis,Chiefs,SS,66
Tyrone Culver,Dolphins,SS,65
Courtney Greene,Jaguars,SS,65
J Barrett,Broncos,SS,65
Jamie Silva,Colts,SS,65
Reggie Smith,49ers,SS,64
Aaron Francisco,Panthers,SS,63
David Roach,Rams,SS,63
Chip Vaughn,Saints,SS,63
Chris Reis,Saints,SS,63
Matt Ware,Cardinals,SS,62
James Ihedigbo,Jets,SS,59
Tuff Harris,Steelers,SS,58
Donnie Nickey,Titans,SS,55
Nick Sorensen,Browns,SS,52
Tony Gonzalez,Falcons,TE,98
Jason Witten,Cowboys,TE,97
Antonio Gates,Chargers,TE,96
Vernon Davis,49ers,TE,96
Dallas Clark,Colts,TE,96
Zach Miller,Raiders,TE,93
Jermichael Finley,Packers,TE,92
Heath Miller,Steelers,TE,90
Kellen Winslow,Buccaneers,TE,89
Chris Cooley,Redskins,TE,89
Kellen Winslow,Buccaneers,TE,89
Brent Celek,Eagles,TE,88
Zach Miller,Raiders,TE,88
Owen Daniels,Texans,TE,87
Jeremy Shockey,Saints,TE,86
Jermichael Finley,Packers,TE,86
G Olsen,Bears,TE,84
John Carlson,Seahawks,TE,84
Todd Heap,Ravens,TE,83
Todd Heap,Ravens,TE,83
Marcedes Lewis,Jaguars,TE,82
Dustin Keller,Jets,TE,82
Dustin Keller,Jets,TE,82
Marcedes Lewis,Jaguars,TE,82
Dustin Keller,Jets,TE,82
D Graham,Broncos,TE,81
Bo Scaife,Titans,TE,81
Kevin Boss,Giants,TE,81
Dustin Keller,Jets,TE,82
Marcedes Lewis,Jaguars,TE,82
Dustin Keller,Jets,TE,82
D Graham,Broncos,TE,81
Bo Scaife,Titans,TE,81
Kevin Boss,Giants,TE,81
Fred Davis,Redskins,TE,79
Anthony Fasano,Dolphins,TE,79
David Thomas,Saints,TE,78
J Gresham,Bengals,TE,78
Benjamin Watson,Browns,TE,78
Aaron Hernandez,Patriots,TE,78
D Clark,Bears,TE,77
Chris Baker,Seahawks,TE,77
Donald Lee,Packers,TE,77
Rob Gronkowski,Patriots,TE,77
B Manumaleuna,Bears,TE,76
Jerramy Stevens,Buccaneers,TE,76
Anthony Becht,Cardinals,TE,76
Leonard Pope,Chiefs,TE,75
R Kelly,Bengals,TE,74
Randy McMichael,Chargers,TE,74
Martellus Bennett,Cowboys,TE,74
Daniel Fells,Rams,TE,74
Jim Kleinsasser,Vikings,TE,74
Tony Scheffler,Lions,TE,74
Alge Crumpler,Patriots,TE,74
Jeff King,Panthers,TE,73
Alex Smith,Browns,TE,73
Kris Wilson,Chargers,TE,73
John Phillips,Cowboys,TE,73
James Casey,Texans,TE,72
Robert Royal,Browns,TE,72
Justin Peelle,Falcons,TE,72
Gary Barnidge,Panthers,TE,71
Will Heller,Lions,TE,70
Dante Rosario,Panthers,TE,70
D Schouman,Bills,TE,70
S Nelson,Bills,TE,70
John Gilmore,Buccaneers,TE,70
Ben Patrick,Cardinals,TE,70
Jacob Tamme,Colts,TE,70
Joel Dreessen,Texans,TE,70
Craig Stevens,Titans,TE,70
Darcy Johnson,Rams,TE,69
David Johnson,Steelers,TE,69
Stephen Spach,Cardinals,TE,69
Tony Moeaki,Chiefs,TE,69
Tony Stewart,Raiders,TE,69
Billy Bajema,Rams,TE,68
Sean McHugh,Steelers,TE,68
Anthony Hill,Texans,TE,68
Jared Cook Jr.,Titans,TE,68
Joey Haynos,Dolphins,TE,68
Zach Miller,Jaguars,TE,68
Aaron Hernandez,Patriots,TE,68
Ernest Wilford,Jaguars,TE,67
R Quinn,Broncos,TE,67
Matt Spaeth,Steelers,TE,66
Delanie Walker,49ers,TE,66
D Coats,Bengals,TE,66
Brody Eldridge,Colts,TE,66
Brad Cottam,Chiefs,TE,66
Ben Hartsock,Jets,TE,66
Brandon Myers,Raiders,TE,66
Ed Dickson,Ravens,TE,65
Dennis Morris,Redskins,TE,65
Mickey Shuler,Vikings,TE,65
Jimmy Graham,Saints,TE,64
Anthony McCoy,Seahawks,TE,64
K Davis,Bears,TE,64
Matthew Mulligan,Jets,TE,64
Andrew Quarless,Packers,TE,64
Cornelius Ingram,Eagles,TE,63
Travis Beckum,Giants,TE,63
Bear Pascoe,Giants,TE,63
Nate Byham,49ers,TE,63
Evan Moore,Browns,TE,63
Michael Hoomanawanui,Rams,TE,63
Dennis Pitta,Ravens,TE,62
Clay Harbor,Eagles,TE,62
Spencer Havner,Packers,TE,62
Keith Zinger,Falcons,TE,61
Dan Gronkowski,Lions,TE,61
Fendi Onobun,Rams,TE,59
Kory Sperry,Dolphins,TE,56
John Nalbone,Dolphins,TE,55
Davon Drew,Ravens,TE,54
Cameron Morrah,Seahawks,TE,54
Dedrick Epps,Chargers,TE,54
J Stupar,Bills,TE,53
Andre Johnson,Texans,WR,98
Reggie Wayne,Colts,WR,98
Roddy White,Falcons,WR,97
Larry Fitzgerald,Cardinals,WR,97
Brandon Marshall,Dolphins,WR,96
Reggie Wayne,Colts,WR,96
Reggie Wayne,Colts,WR,96
Randy Moss,Vikings,WR,95
Randy Moss,Patriots,WR,95
Randy Moss,Patriots,WR,95
Greg Jennings,Packers,WR,94
Roddy White,Falcons,WR,93
Miles Austin,Cowboys,WR,93
Steve Smith,Panthers,WR,92
Calvin Johnson Jr.,Lions,WR,91
Terrell Owens,Bengals,WR,91
DeSean Jackson,Eagles,WR,91
Terrell Owens,Bengals,WR,91
Wes Welker,Patriots,WR,91
Greg Jennings,Packers,WR,90
Sidney Rice,Vikings,WR,90
Vincent Jackson,Chargers,WR,90
Hines Ward,Steelers,WR,89
Marques Colston,Saints,WR,89
Hines Ward,Steelers,WR,89
Malcom Floyd,Chargers,WR,88
Jeremy Maclin,Eagles,WR,88
Steve Smith,Giants,WR,88
Joey Galloway,Buccaneers,WR,88
Hakeem Nicks,Giants,WR,88
Dayne Bowe,Chiefs,WR,88
Kenny Britt,Titans,WR,88
Miles Austin,Cowboys,WR,88
Roy Williams,Lions,WR,88
Santonio Holmes,Jets,WR,87
T.J. Houshmandzadeh,Seahawks,WR,87
Steve Johnson,Bills,WR,85
Braylon Edwards,Jets,WR,85
Mike Sims-Walker,Jaguars,WR,85
Jerricho Cotchery,Jets,WR,85
Derrick Mason,Ravens,WR,85
L Evans,Bills,WR,84
Percy Harvin,Vikings,WR,84
Dwayne Bowe,Chiefs,WR,84
A Bryant,Bengals,WR,84
Mike Williams,Buccaneers,WR,83
Michael Crabtree,49ers,WR,83
Santana Moss,Redskins,WR,83
Robert Meachem,Saints,WR,82
Devery Henderson,Saints,WR,82
Roy Williams,Cowboys,WR,82
Kenny Britt,Titans,WR,82
Mike Williams,Seahawks,WR,82
Hakeem Nicks,Giants,WR,81
T.J. Houshmandzadeh,Ravens,WR,81
Mike Williams,Seahawks,WR,82
Hakeem Nicks,Giants,WR,81
T.J. Houshmandzadeh,Ravens,WR,81
Torry Holt,Patriots,WR,79
Mike Wallace,Steelers,WR,78
D Hester,Bears,WR,78
Josh Cribbs,Browns,WR,78
Early Doucet,Cardinals,WR,78
Michael Jenkins,Falcons,WR,78
Nate Burleson,Lions,WR,78
Mike Williams,Buccaneers,WR,78
Deion Branch,Patriots,WR,77
Golden Tate,Seahawks,WR,77
Kevin Walter,Texans,WR,77
Justin Gage,Titans,WR,77
Jason Avant,Eagles,WR,76
Mario Manningham,Giants,WR,76
E Royal,Broncos,WR,76
Malcom Floyd,Chargers,WR,76
Austin Collie,Colts,WR,76
Mark Clayton,Rams,WR,76
Kenny Britt,Titans,WR,76
Julian Edelman,Patriots,WR,76
Mark Clayton,Ravens,WR,76
Nate Washington,Titans,WR,76
Donnie Avery,Rams,WR,75
Lance Moore,Saints,WR,75
Bernard Berrian,Vikings,WR,75
J Gaffney,Broncos,WR,75
J Knox,Bears,WR,75
A Caldwell,Bengals,WR,75
Mohamed Massaquoi,Browns,WR,75
Josh Reed,Chargers,WR,75
Anthony Gonzalez,Colts,WR,75
Patrick Crayton,Cowboys,WR,75
Laveranues Coles,Jets,WR,75
Louis Murphy,Raiders,WR,75
Dexter McCluster,Chiefs,WR,75
Patrick Crayton,Chargers,WR,75
D Thomas,Broncos,WR,74
B Stokley,Broncos,WR,74
Josh Morgan,49ers,WR,74
E Bennett,Bears,WR,74
Devin Thomas,Redskins,WR,74
Damian Williams,Titans,WR,74
Davone Bess,Dolphins,WR,74
Mike Thomas,Jaguars,WR,74
David Gettis,Panthers,WR,74
Greg Camarillo,Dolphins,WR,73
James Jones,Packers,WR,73
Chaz Schilens,Raiders,WR,73
Sam Aiken,Patriots,WR,73
Brian Hartline,Dolphins,WR,73
Greg Camarillo,Vikings,WR,73
Joey Galloway,Redskins,WR,73
Antwaan Randle El,Steelers,WR,73
Arnaz Battle,Steelers,WR,72
Arrelious Benn,Buccaneers,WR,72
Kelley Washington,Eagles,WR,72
Domenik Hixon,Giants,WR,72
Brandon Jones,49ers,WR,71
Maurice Stovall,Buccaneers,WR,71
Brandon Gibson,Rams,WR,71
Brandon LaFell,Panthers,WR,71
Jerheme Urban,Chiefs,WR,70
Bryant Johnson,Lions,WR,70
Jordy Nelson,Packers,WR,70
Johnnie Lee Higgins,Raiders,WR,70
B Lloyd,Broncos,WR,70
Ted Ginn,49ers,WR,70
D Aromashodu,Bears,WR,70
Reggie Brown,Buccaneers,WR,70
Jacoby Ford,Raiders,WR,70
Mardy Gilyard,Rams,WR,70
Laurent Robinson,Rams,WR,70
Bobby Wade,Redskins,WR,70
Malcolm Kelly,Redskins,WR,70
Jacoby Jones,Texans,WR,70
Brooks Foster,Rams,WR,69
Deion Branch,Seahawks,WR,69
E Decker,Broncos,WR,69
Jason Hill,49ers,WR,69
Legedu Naanee,Chargers,WR,69
Brad Smith,Jets,WR,69
Danario Alexander,Rams,WR,69
David Clowney,Panthers,WR,68
J Shipley,Bengals,WR,68
Chansi Stuckey,Browns,WR,68
Sammie Stroughter,Buccaneers,WR,68
Buster Davis,Chargers,WR,68
Donte Stallworth,Ravens,WR,68
Troy Williamson,Jaguars,WR,68
Dexter McCluster,Chiefs,WR,68
David Clowney,Jets,WR,68
Darrius Heyward-Bey,Raiders,WR,68
Brandon Tate,Patriots,WR,68
Brian Finneran,Falcons,WR,67
D Briscoe,Bengals,WR,67
Mike Williams,Buccaneers,WR,67
Michael Clayton,Buccaneers,WR,67
Sam Hurd,Cowboys,WR,67
Keenan Burton,Rams,WR,67
Danny Amendola,Rams,WR,67
Demetrius Williams,Ravens,WR,67
Mark Bradley,Saints,WR,67
Deon Butler,Seahawks,WR,67
Emmanuel Sanders,Steelers,WR,66
Greg Lewis,Vikings,WR,66
R Davis,Bears,WR,66
Andre Roberts,Cardinals,WR,66
Sam Giguere,Colts,WR,66
Harry Douglas,Falcons,WR,66
Terrance Copper,Chiefs,WR,66
Dennis Northcutt,Lions,WR,66
Brett Swain,Packers,WR,66
Hank Baskett,Eagles,WR,65
Kassim Osgood,Jaguars,WR,65
Jarett Dillard,Jaguars,WR,65
Derek Hagan,Giants,WR,65
Taylor Price,Patriots,WR,65
J Iglesias,Bears,WR,65
Brian Robiskie,Browns,WR,65
David Anderson,Texans,WR,64
Marko Mitchell,Vikings,WR,64
R Parrish,Bills,WR,64
Armanti Edwards,Panthers,WR,64
Riley Cooper,Eagles,WR,63
Dwayne Jarrett,Panthers,WR,63
Wallace Wright,Panthers,WR,63
Kenneth Moore,Panthers,WR,63
Kevin Ogletree,Cowboys,WR,63
Patrick Turner,Dolphins,WR,63
Courtney Roby,Saints,WR,63
Stefan Logan,Steelers,WR,63
Andre Davis,Texans,WR,63
Lavelle Hawkins,Titans,WR,62
M Easley,Bills,WR,62
Q Cosby,Bengals,WR,62
Kerry Meier,Falcons,WR,62
Victor Cruz,Giants,WR,62
Darius Reynaud,Giants,WR,62
Derrick Williams,Lions,WR,62
Marc Mariani,Titans,WR,62
Dorin Dickerson,Texans,WR,61
J Hardy,Bills,WR,61
Carlton Mitchell,Browns,WR,61
Mike Williams,Seahawks,WR,61
Aundrae Allison,Jets,WR,61
Ramses Barden,Giants,WR,60
Sinorice Moss,Giants,WR,60
Brian Clark,Lions,WR,60
Jacoby Ford,Raiders,WR,60
Stephen Williams,Cardinals,WR,60
Limas Sweed,Steelers,WR,60
Jaymar Johnson,Vikings,WR,59
Nate Hughes,Jaguars,WR,59
S Johnson,Bills,WR,59
Jake Allen,Browns,WR,58
Eric Weems,Falcons,WR,58
Tiquan Underwood,Jaguars,WR,58
David Reed,Ravens,WR,58
Ben Obomanu,Seahawks,WR,58
K McKinley,Broncos,WR,57
J Simpson,Bengals,WR,57
C Jackson,Bills,WR,56
Brandon James,Colts,WR,56
Jonathan Holland,Raiders,WR,56
Brandon Banks,Redskins,WR,55
Kyle Williams,49ers,WR,53
Onrea Jones,Cardinals,WR,53
Todd Watkins,Raiders,WR,52
Trindon Holliday,Texans,WR,52
Dominique Edison,Titans,WR,52
Quinten Lawrence,Chiefs,WR,51
Adrian Arrington,Saints,WR,50
